ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	source	logDT50_mean	logDT50_std
14	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1	4-(1-methyl-1-phenylethyl)-N-[4-(1-methyl-1 phenylethyl)phenyl]aniline	4	93.60122398568872	106.3	1.9712815278701026	0.6884198220027105	0.2510289517788738	1.96	0.4	0.22	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1	ECHA	1.96	0.22
15	CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylindeno[5,6-c]pyran	3	133.58886759284636	105.0	2.1257702684356405	0.4006742956592897	0.1795138939202563	2.13	0.38	0.26	CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	ECHA	2.13	0.26
16	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	Octamethyltrisiloxane	10	4.67655234407935	4.300000000000001	0.6699257997137532	2.6623945573133385	0.8556801768925288	0.68	0.85	0.28	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	ECHA	0.68	0.28
17	CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1	N-(1,4-dimethylpentyl)-N'-phenylbenzene-1,4-diamine	4	0.5781396187918391	1.4	-0.23796726824275816	1.8016323462331665	0.7438172432582922	-0.12	0.68	0.39	CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1	CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1	CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1	ECHA	-0.12	0.39
18	c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1	N,N-dicyclohexylbenzothiazole-2-sulphenamide	5	640.5908401617913	783.0	2.8065807243752112	0.5151309672795978	0.20450852002709652	2.91	0.45	0.27	c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1	c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1	c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1	ECHA	2.91	0.27
19	COC(C)(C)C	Tert-butyl methyl ether	2	89.81670223293662	90.5	1.9533571051874985	0.10707320552080435	0.053536602760402174	1.95	0.42	0.38	COC(C)(C)C	COC(C)(C)C	COC(C)(C)C	ECHA	1.95	0.38
20	CC1CC(C)(C)c2cccc(NC(=O)c3cn(C)nc3C(F)F)c21	Inpyrfluxam	4	109.63007035979157	99.25	2.0399296928357282	0.6009977132233648	0.22347404472922525	2.02	0.37	0.22	C[C@@H]1CC(C)(C)c2cccc(NC(=O)c3cn(C)nc3C(F)F)c21	C[C@@H]1CC(C)(C)c2cccc(NC(=O)c3cn(C)nc3C(F)F)c21	CC1CC(C)(C)c2cccc(NC(=O)c3cn(C)nc3C(F)F)c21	EFSA	2.02	0.22
21	CS(=O)(=O)Oc1cccc(Cl)c1C1CC(c2csc(C3CCN(C(=O)Cn4nc(C(F)F)cc4C(F)F)CC3)n2)=NO1	Fluoxapiprolin 	6	25.673865799636182	23.450000000000003	1.4094912667643669	0.7912137232228855	0.25407430416801136	1.42	0.36	0.16	CS(=O)(=O)Oc1cccc(Cl)c1C1CC(c2csc(C3CCN(C(=O)Cn4nc(C(F)F)cc4C(F)F)CC3)n2)=NO1	CS(=O)(=O)Oc1cccc(Cl)c1C1CC(c2csc(C3CCN(C(=O)Cn4nc(C(F)F)cc4C(F)F)CC3)n2)=NO1	CS(=O)(=O)Oc1cccc(Cl)c1C1CC(c2csc(C3CCN(C(=O)Cn4nc(C(F)F)cc4C(F)F)CC3)n2)=NO1	EFSA	1.42	0.16
22	O=CC=Cc1ccccc1	Cinnamaldehyde 	4	0.007000368338273117	0.0083	-2.1548791081184695	0.2958288019781734	0.12809762884210718	-2.08	0.45	0.87	O=C/C=C/c1ccccc1	O=C/C=C/c1ccccc1	O=CC=Cc1ccccc1	EFSA	-2.08	0.87
23	O=C(O)C=Cc1ccccc1	Cinnamic acid 	4	1.7102890720692239	2.0665	0.23306952079822765	0.7539155158005393	0.28393718788262984	0.24	0.41	0.24	O=C(O)/C=C/c1ccccc1	O=C(O)/C=C/c1ccccc1	O=C(O)C=Cc1ccccc1	EFSA	0.24	0.24
24	CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1	Beflubutamid 	6	25.17955418078193	9.185	1.401048036393751	2.3089185078770313	0.8431255752355429	1.48	0.95	0.43	CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1	CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1	CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1	EFSA	1.48	0.43
25	CCC(=O)OC(C)CCCCCC(C)CC	8-methyldecan-2-yl propanoate	4	0.0681452285458602	0.07200000000000001	-1.166564547587914	0.3342709288026604	0.12225134696696581	-2.1	0.44	0.87	CCC(=O)OC(C)CCCCCC(C)CC	CCC(=O)OC(C)CCCCCC(C)CC	CCC(=O)OC(C)CCCCCC(C)CC	EFSA	-2.1	0.87
