ID	compound_name	smiles	minor_major	depth	parent	pathway_id	pathway_name
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/cac57bca-a6b8-407a-915f-8eb1fb46661a/structure/6901fa22-a039-46d1-816f-5c9d8fee2da2	1,3-Dichloropropene	C(=C\Cl)/CCl		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8a5620dc-f0b6-4959-a706-d253be6d17e0	1,3-Dichloropropene
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0bdb6cba-f7a9-4375-a0fb-b38eeef122d3/structure/b799ae3f-29f1-471f-8b55-10d39532425e	3-Chloroallyl alcohol	C(=C\Cl)/CO		1	C(=C\Cl)/CCl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8a5620dc-f0b6-4959-a706-d253be6d17e0	1,3-Dichloropropene
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2f6e4dee-68b4-4c8f-b465-e2591f3a37a6/structure/f9cc45cd-767f-48e6-b10a-7d975dd5abf3	3-Chloroacrylic acid	C(=C\Cl)/C(=O)[O-]		2	C(=C\Cl)/CO	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8a5620dc-f0b6-4959-a706-d253be6d17e0	1,3-Dichloropropene
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6003e9c-06c5-4616-88dd-ec47d220a491/structure/2ebdc6e6-52ab-4433-8be8-e5d2d0dad441	1-methylnaphthalene	CC1=CC=CC2=C1C=CC=C2		2	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b7857afc-ec78-46c6-9ba5-9bc98864f2d1/structure/a8a9ee96-37c4-4430-bc38-5bb4c821eae8	naphthaldehyde	C1=CC2=C(C=C1)C(=CC=C2)C=O		4	C1=CC2=C(C=C1)C(=CC=C2)CO	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1f07634f-4c6e-4736-af3c-056f147f94c7/structure/7913d066-2daa-4d3b-9f1d-452571fb79f3	1-naphthylacetamide	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)N		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1bb450ac-b75a-4a43-b43c-a4d1e11f61c3/structure/0cc9c9a6-7743-4756-ae4e-50e9a831e447	1-naphthoic acid (M2)	C1=CC2=C(C=C1)C(=CC=C2)C(=O)O		2	C1=CC2=C(C=C1)C(=CC=C2)C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c8dd8052-1273-4d54-8848-1edc13bedb21/structure/84ebf8d3-5c09-457d-9ea9-88e5898a238c	2-(1-naphtyl)acetic acid (M1)	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O		1	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)N	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/77ca7a83-da6b-4d95-8189-76a2cf4b03d7/structure/67e05bab-0aab-4323-89ef-617328a9fb62	1-naphthalenemethanol	C1=CC2=C(C=C1)C(=CC=C2)CO		3	CC1=CC=CC2=C1C=CC=C2	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/530c8f0b-a238-4453-ab06-ba8afa230ede	1-naphthylacetamide
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1bb450ac-b75a-4a43-b43c-a4d1e11f61c3/structure/0cc9c9a6-7743-4756-ae4e-50e9a831e447	1-naphthoic acid (M2)	C1=CC2=C(C=C1)C(=CC=C2)C(=O)O		1	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e506bfc5-16cf-4dfa-a19a-18a7616a2c7d	1-naphthylacetic acid (1-naphthalene acetic acid)
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c8dd8052-1273-4d54-8848-1edc13bedb21/structure/84ebf8d3-5c09-457d-9ea9-88e5898a238c	2-(1-naphtyl)acetic acid (M1)	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e506bfc5-16cf-4dfa-a19a-18a7616a2c7d	1-naphthylacetic acid (1-naphthalene acetic acid)
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6003e9c-06c5-4616-88dd-ec47d220a491/structure/2ebdc6e6-52ab-4433-8be8-e5d2d0dad441	1-methylnaphthalene	CC1=CC=CC2=C1C=CC=C2		1	C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e506bfc5-16cf-4dfa-a19a-18a7616a2c7d	1-naphthylacetic acid (1-naphthalene acetic acid)
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/77ca7a83-da6b-4d95-8189-76a2cf4b03d7/structure/67e05bab-0aab-4323-89ef-617328a9fb62	1-naphthalenemethanol	C1=CC2=C(C=C1)C(=CC=C2)CO		2	CC1=CC=CC2=C1C=CC=C2	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e506bfc5-16cf-4dfa-a19a-18a7616a2c7d	1-naphthylacetic acid (1-naphthalene acetic acid)
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b7857afc-ec78-46c6-9ba5-9bc98864f2d1/structure/a8a9ee96-37c4-4430-bc38-5bb4c821eae8	naphthaldehyde	C1=CC2=C(C=C1)C(=CC=C2)C=O		3	C1=CC2=C(C=C1)C(=CC=C2)CO	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e506bfc5-16cf-4dfa-a19a-18a7616a2c7d	1-naphthylacetic acid (1-naphthalene acetic acid)
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/999a9b61-2f3e-40c7-a712-f6afbc166091/structure/47fae3bf-9055-4dc2-8471-1402c4b96e4d	2,4-Dichloroanisole	COC1=CC=C(C=C1Cl)Cl		2	C1=C(C=C(C(=C1)O)Cl)Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/a6ab3e62-5563-4076-a3e7-89a5b79b0c2b	2,4-D
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a441e53a-6e7b-45fc-851c-b7c93cd1f4a1/structure/384e53de-7f1b-4cf6-bcaf-8d2a6e3784c3	2,4-D	OC(=O)COC1=CC=C(Cl)C=C1Cl		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/a6ab3e62-5563-4076-a3e7-89a5b79b0c2b	2,4-D
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ec701df9-090a-48ba-a5f3-43e947ecebe7/structure/96e61292-fa9c-49f3-9c76-f09a0e62ca74	2,4-Dichlorophenol	C1=C(C=C(C(=C1)O)Cl)Cl		1	OC(=O)COC1=CC=C(Cl)C=C1Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/a6ab3e62-5563-4076-a3e7-89a5b79b0c2b	2,4-D
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ec701df9-090a-48ba-a5f3-43e947ecebe7/structure/96e61292-fa9c-49f3-9c76-f09a0e62ca74	2,4-Dichlorophenol	C1=C(C=C(C(=C1)O)Cl)Cl	minor	3	C1=C(C=C(C(=C1)OCC(=O)O)Cl)Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8f71aad7-528d-4db5-aece-2c377f06ca72	2,4-DB
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1a567571-d6aa-4f3e-849f-6c2be79b077e/structure/ff51abea-e07d-4088-8753-1bdc40aa5d09	2,4-DB	C(CC(=O)O)COC1=CC=C(C=C1Cl)Cl		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8f71aad7-528d-4db5-aece-2c377f06ca72	2,4-DB
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a441e53a-6e7b-45fc-851c-b7c93cd1f4a1/structure/aeea426c-a050-4486-8b68-ef1f5b157233	2,4-D	C1=C(C=C(C(=C1)OCC(=O)O)Cl)Cl	major	2	C1=C(C=C(C(=C1)OCC(CC(=O)O)O)Cl)Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8f71aad7-528d-4db5-aece-2c377f06ca72	2,4-DB
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ee5d0899-a1ea-4a23-b974-b9b71be47759/structure/91ebf92d-4e42-4614-880b-f7a72049ad96	2,4-DB-OH	C1=C(C=C(C(=C1)OCC(CC(=O)O)O)Cl)Cl	minor	1	C(CC(=O)O)COC1=CC=C(C=C1Cl)Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/8f71aad7-528d-4db5-aece-2c377f06ca72	2,4-DB
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2b0dc440-db9d-4178-a7cc-c5d2c810e774/structure/76c0334a-1ec8-45d8-b22d-d0171e2552b3	2-Phenylphenol	C1=CC=C(C=C1)C2=C(C=CC=C2)O		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/75befb7b-0b92-41b0-b048-c4ed89704a7c	2-Phenylphenol
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a7714bce-6f0e-47fb-8cab-fab3dc7a6005/structure/41e11b49-eb9b-42ba-942b-f4758f3ce4ed	2-naphthyloxyacetic acid	C1=CC2=C(C=C1)C=C(C=C2)OCC(=O)O		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/413c043b-8a3b-40b1-8577-2dfb00f7abee	2-naphthyloxyacetic acid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6803b7c-6b27-42e5-b34e-a0a696a2b9f7/structure/ea240b1a-2084-440f-8549-305436ffccc2	6-Benzyladenine	C1=CC=C(C=C1)CNC2=C3C(=NC=N3)N=CN2		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7095a545-b6c8-4f8e-a86c-387f2ea894de	6-Benzyladenine
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60ca6b06-b65b-4a56-8982-33ec92a11d51/structure/9cb03246-e1b2-4e02-9a47-871760140fca	8-hydroxyquinoline	C1=CC(=C2C(=C1)C=CC=N2)O		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/e6107906-8ec5-4dac-9994-ac2cab3402a4	8-hydroxyquinoline
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7ff0bc9f-ca9e-4fea-baf3-9d1d6aaed103/structure/af3efc82-8eed-42f3-afd1-12dc946fd5e5	Phthalic acid	C1=CC(=C(C=C1)C(=O)O)C(=O)O		4	C1=CC(=C(C=C1)C(=O)O)C(=O)C(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/524ec287-ffe6-4925-874a-defd35171eec/structure/33d9e12b-566c-42f7-a4f2-3931114387c0	AKM-15	C(CCC1=C(C(=O)C2=C(C=CC=C2)C1=O)O)CCC(=O)O		2	CCCCCCCCCCCCC1=C(C(=O)C2=C(C=CC=C2)C1=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e1de7fbd-9bb8-469e-a2d0-0f605da830e8/structure/9792b151-bf22-49f1-968f-6276321034d5	AKM-13	C1=CC2=C(C=C1)C(=O)C(=C(CC(=O)O)C2=O)O		4	C1=CC2=C(C=C1)C(=O)C(=C(CCCC(=O)O)C2=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/256bb4c8-92a7-4529-a058-e8dcfb0e8441/structure/d7c0e2f8-1f61-4331-9fdb-d943bad043d8	AKM-14	C1=CC2=C(C=C1)C(=O)C(=C(CCCC(=O)O)C2=O)O		3	C(CCC1=C(C(=O)C2=C(C=CC=C2)C1=O)O)CCC(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dbda1459-9825-414b-956d-e6d90f85d341/structure/5b9eb677-509f-4840-9a41-eb43a6eacb35	Acequinocyl	CCCCCCCCCCCCC1=C(C(=O)C2=C(C=CC=C2)C1=O)OC(=O)C		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a5ad0fb3-16b5-49f5-a915-11c740fc2958/structure/54548a04-e2c5-4d96-af82-ac7640d3e3ac	AKM 18	CCCCCCCCCCCCC(=O)C(=O)C1=C(C=CC=C1)C(=O)O		2	CCCCCCCCCCCCC1=C(C(=O)C2=C(C=CC=C2)C1=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/942db384-dd1f-45ad-a3ae-5ca2a78d2a5b/structure/6c041e12-2371-4f06-9dd3-3907c5072a46	CBAA	C1=CC(=C(C=C1)C(=O)O)C(=O)C(=O)O		3	CCCCCCCCCCCCC(=O)C(=O)C1=C(C=CC=C1)C(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/67586ccd-992b-487c-9a95-af29c8dd6535/structure/c0563cfb-5a61-4eff-b56a-2cce9af57d5e	R1	CCCCCCCCCCCCC1=C(C(=O)C2=C(C=CC=C2)C1=O)O		1	CCCCCCCCCCCCC1=C(C(=O)C2=C(C=CC=C2)C1=O)OC(=O)C	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/009b8ee8-489b-42fd-a5d1-3d24b68ee576	Acequinocyl
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4b67e1a0-106e-4991-8b6e-d6e077688d0d/structure/5f08fd82-61c5-49f4-95bf-fbdd1db504cc	IM-1-5	CC(=N)N(C)CC1=CC=C(Cl)N=C1		1	C/C(=N\C#N)/N(C)CC1=CC=C(Cl)N=C1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2708a273-85f4-4c59-8c5a-d9cd2f4d74ff/structure/fa7dfd58-3ffc-48b8-b444-fcd2db9bfcb0	IM-1-2	C/C(=N\C(=O)N)/N(C)CC1=CC=C(Cl)N=C1	major	1	C/C(=N\C#N)/N(C)CC1=CC=C(Cl)N=C1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/bff4dbfd-d9ef-47bc-954e-eb6088f02ac3/structure/b1fb0bdf-0916-4e27-ad9c-67744012365c	IM-1-3	CC(=O)N(C)CC1=CC=C(Cl)N=C1	minor	1	C/C(=N\C#N)/N(C)CC1=CC=C(Cl)N=C1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60f274c6-4950-49bf-8d80-a79bedf11a17/structure/4a08592e-16f3-4c54-a0f1-5c93384cea21	6-chloronicotinic-acid	C1=C(C=NC(=C1)Cl)C(=O)O	minor	3	CNCC1=CC=C(Cl)N=C1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/286b18f0-c4c5-4b6b-9e66-f22ddb5cc020/structure/efba0c0b-8913-4a78-8375-cbb4d5b49abf	Acetamiprid	C/C(=N\C#N)/N(C)CC1=CC=C(Cl)N=C1		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/da542916-453e-4db6-8430-12a7c4787731/structure/4c1060ad-7286-44e5-a6b9-6234a4b3c57a	IM-1-4	CNCC1=CC=C(Cl)N=C1	major	2	C/C(=N\C(=O)N)/N(C)CC1=CC=C(Cl)N=C1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/c68d1e4a-e16d-49da-bb16-8a47ea568044	Acetamiprid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5e4989fc-13d3-45d4-ad57-3be380a9d3c0/structure/001ae332-266b-42f3-9737-3e1c793221dc	Acetic acid	CC(=O)O		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/f80b8972-3c5a-4d55-b40d-9f828e295219	Acetic acid
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b3d0034b-ec66-44dd-a427-2cab50be459c/structure/f7522fa6-a148-4a72-ab6a-ddeaef2c0437	s-amide methyl sulfone (10)	CCC1=C(C(=CC=C1)C)NC(=O)CS(=O)(=O)C		6	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS(=O)(=O)C	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a42e1393-d7c9-482b-b6d2-6d5cd0e68d82/structure/ca4c9de3-fefa-443a-8ccb-66b21deb5d3a	t-sulfonic acid  (7)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS(=O)(=O)O		4	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/450d2680-084c-4a4e-b161-f068c9ba1055/structure/2033b39d-64a2-41a8-a929-81b04be40f38	1-ethoxymethyl-5,9-dimethyl-4,1-benzoxazepine-2,3 (1H,5H)-dione (20)	CCOCN1C2=C(C=CC=C2C)[C@H](C)OC(=O)C1=O		-99		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/159946c6-229c-4254-82af-56c986511c9e/structure/c104a977-2e6a-4c83-8206-ebef5f400e67	Acetochlor	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CCl		0		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4423e837-8ffe-4abb-a5e0-dec8f16402bd/structure/ab0db518-794e-449b-90a4-7953a167d444	s-oxanilic acid (12)	CCC1=C(C(=CC=C1)C)NC(=O)C(=O)O		3	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)C(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/162c37d6-57c9-4350-a918-c548f1d5e374/structure/76a9c654-8539-4714-9fbf-2add589b996a	t-oxanilic acid (2)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)C(=O)O		2	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)O)N	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/70f466f0-4352-4aa6-a4ce-2f671786a7e2/structure/9902dd2f-37c3-41b2-a94f-d5f0480ed991	t-amide methyl sulfoxide (15)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS(=O)C		4	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/09732657-db64-4b3a-8e4a-4956ccea89da/structure/738a3142-45d2-435f-9909-69b688b8f65e	N-(2-ethyl-6-methylphenyl)-acetamide (9)	CCC1=C(C(=CC=C1)C)NC(=O)C		-99		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/24ada201-f7e2-468e-a99f-d2dcad580fe4/structure/85416337-6a0c-44b7-a4db-d0aee355c51b	N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide (6)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)C		1	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CCl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/59c00a00-47bd-4e57-90c3-91b03ad0d634/structure/c7b20774-bc24-4196-bb4d-4b516b7b959c	Metabolite 4	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSCC(=O)O		3	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)O)N	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e6ca9677-8771-41ba-b002-3c54402b1ce5/structure/80520c20-f560-4463-a390-90c495f1e179	s-sulfonic acid (13)	CCC1=C(C(=CC=C1)C)NC(=O)CS(=O)(=O)O		5	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS(=O)(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60a1807c-b920-4eaf-b063-8fa16c5ead1e/structure/09405055-b77d-4b84-9a0d-7221751ff4ee	Acetochlor-Thiol	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS	minor	3	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)O)N	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b33295fd-ea8c-443a-86cd-046599460519/structure/0f8c8a0a-1bfd-470b-9aef-dbd8e7784155	t-sulfinyl acetic acid (3)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CS(=O)CC(=O)O		4	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSCC(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/f1c31fb6-dd38-460f-8fdd-092a0d544ea4/structure/4b6b29d9-0940-416e-a8a9-a5e11ef40956	t-hydroxy acetochlor (17)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CO		1	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CCl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/986a42d8-00b0-4f56-b8a3-e748eb80eba1/structure/278f03f6-90b9-42b3-8cda-352e27c67cdf	2-oxo-N-ethoxymethyl-N-(2-ethyl-6-methylphenyl)acetamide (18)	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)C=O		-99		https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b37f6f5f-efac-4bc2-9531-9b95dd4adee9/structure/6bc7888a-240e-49b9-a50e-dfbc42ec8aa9	Acetochlor-cysgly	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)NCC(=O)O)N		1	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CCl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/937de63e-ce9b-4eb2-a93b-90ae0b5c4bb0/structure/e3c2bf17-4061-409f-96e9-b502ad96c24d	Acetochlor-cys	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)O)N	minor	2	CCC1=C(C(=CC=C1)C)N(COCC)C(=O)CSSCC(C(=O)NCC(=O)O)N	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/pathway/7eb657f9-345b-4d51-ba21-dbfcabc327b0	Acetochlor
