compound_id	compound_name	pathway	smiles	scenario_id	study_name	study_description	spike_compound	minormajor	acidity	acidity_unit	temperature	temperature_unit	CEC	CEC_unit	OC	biomass_start	biomass_end	biomass	wst_value	wst_type	humidity	humidity_conditions	soil_texture	sand	silt	clay
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	1,3-Dichloropropene	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/8b41270a-7e24-4d58-a097-18f2fd302d79	Annex IIA 7.1.1.1.1/01, IIA 7.1.1.2.1/01, IIA 7.1.1.2.1/02, Batzer, Smith	no description				pH		&#176;C	9.6	mEq/100g		20.9	55.5	38.2		MHC	40.0		Silt loam	39.0	46.0	15.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	1-naphthylacetamide	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/22a55076-7ccf-483f-b4c2-7d3f6d1fa14f	B.8.1.2.1.1, Fahrbach, M., (2009b)	no description				pH		&#176;C	17.89	mEq/100g		415.0	479.0	242.6		pF 2.5			Silt loam	26.4	4.46	9.14
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6003e9c-06c5-4616-88dd-ec47d220a491/structure/2ebdc6e6-52ab-4433-8be8-e5d2d0dad441	1-methylnaphthalene	1-naphthylacetamide	Cc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/22bed58b-ca50-4256-9a16-053bae8c6449	B.8.1.2.1.1, Fahrbach, M., (2009b)	no description				pH		&#176;C	9.0	mEq/100g		274.0	200.0	240.73					Sandy loam	61.9	29.3	8.8
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b7857afc-ec78-46c6-9ba5-9bc98864f2d1/structure/a8a9ee96-37c4-4430-bc38-5bb4c821eae8	naphthaldehyde	1-naphthylacetamide	O=Cc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/22a55076-7ccf-483f-b4c2-7d3f6d1fa14f	B.8.1.2.1.1, Fahrbach, M., (2009b)	no description				pH		&#176;C	17.89	mEq/100g		415.0	479.0	292.3		pF 2.5			Silt loam	26.4	4.46	9.14
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/77ca7a83-da6b-4d95-8189-76a2cf4b03d7/structure/67e05bab-0aab-4323-89ef-617328a9fb62	1-naphthalenemethanol	1-naphthylacetamide	OCc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/22a55076-7ccf-483f-b4c2-7d3f6d1fa14f	B.8.1.2.1.1, Fahrbach, M., (2009b)	no description				pH		&#176;C	17.89	mEq/100g		415.0	479.0	323.24		pF 2.5			Silt loam	26.4	4.46	9.14
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c8dd8052-1273-4d54-8848-1edc13bedb21/structure/84ebf8d3-5c09-457d-9ea9-88e5898a238c	2-(1-naphtyl)acetic acid (M1)	1-naphthylacetic acid (1-naphthalene acetic acid)	O=C(O)Cc1cccc2ccccc12																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6003e9c-06c5-4616-88dd-ec47d220a491/structure/2ebdc6e6-52ab-4433-8be8-e5d2d0dad441	1-methylnaphthalene	1-naphthylacetic acid (1-naphthalene acetic acid)	Cc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/ccde4971-3039-4c7c-a683-c157c61d170f	B.8.1.1.1.2, Fahrbach, M., (2009)	no description				pH		&#176;C	8.0	mEq/100g						pF 2.5			Sandy loam	60.8	29.8	9.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	1-naphthylacetic acid (1-naphthalene acetic acid)	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/b8957550-3a54-4729-a32a-3db4211e37fd	B.8.1.1.1.3, Shepler, K., (2006a)	no description				pH		&#176;C	5.5	mEq/100g						pF 2	75.0		Loamy sand	85.0	9.0	6.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/77ca7a83-da6b-4d95-8189-76a2cf4b03d7/structure/67e05bab-0aab-4323-89ef-617328a9fb62	1-naphthalenemethanol	1-naphthylacetic acid (1-naphthalene acetic acid)	OCc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/ccde4971-3039-4c7c-a683-c157c61d170f	B.8.1.1.1.2, Fahrbach, M., (2009)	no description				pH		&#176;C	8.0	mEq/100g						pF 2.5			Sandy loam	60.8	29.8	9.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b7857afc-ec78-46c6-9ba5-9bc98864f2d1/structure/a8a9ee96-37c4-4430-bc38-5bb4c821eae8	naphthaldehyde	1-naphthylacetic acid (1-naphthalene acetic acid)	O=Cc1cccc2ccccc12	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/ccde4971-3039-4c7c-a683-c157c61d170f	B.8.1.1.1.2, Fahrbach, M., (2009)	no description				pH		&#176;C	8.0	mEq/100g						pF 2.5			Sandy loam	60.8	29.8	9.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/999a9b61-2f3e-40c7-a712-f6afbc166091/structure/47fae3bf-9055-4dc2-8471-1402c4b96e4d	2,4-Dichloroanisole	2,4-D	COc1ccc(Cl)cc1Cl																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	2,4-D	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/d609c455-c3a0-43fe-9247-a01abcfdf6cb	24D_Smith_1991_4	no description				pH													Sandy loam	65.0	25.0	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ec701df9-090a-48ba-a5f3-43e947ecebe7/structure/96e61292-fa9c-49f3-9c76-f09a0e62ca74	2,4-Dichlorophenol	2,4-D	Oc1ccc(Cl)cc1Cl																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	2,4-DB	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/33bf81f6-4ac2-4985-8e43-09ef9254f8c1	B.8.1.1.1.1.,Ridge M.A. (2000)	no description		Major		pH		&#176;C	20.3	mEq/100g		528.0	438.0			MWHC	45.0	MWHC	Sandy loam	55.0	35.0	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ee5d0899-a1ea-4a23-b974-b9b71be47759/structure/91ebf92d-4e42-4614-880b-f7a72049ad96	2,4-DB-OH	2,4-DB	O=C(O)CC(O)COc1ccc(Cl)cc1Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/909f47a5-cae9-42e9-aaf9-91e1ab1c9162	B.8.1.1.1.1.,Ridge M.A. (2000)	no description		Minor		pH		&#176;C	41.6	mEq/100g		966.0	825.0			MWHC	45.0	MWHC	Clay loam	39.0	32.0	29.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	2-Phenylphenol	O=C=O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2b0dc440-db9d-4178-a7cc-c5d2c810e774/structure/76c0334a-1ec8-45d8-b22d-d0171e2552b3	2-Phenylphenol	2-Phenylphenol	Oc1ccccc1-c1ccccc1																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	2-naphthyloxyacetic acid	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/f0f543b2-dcad-4ae7-b89d-eb51fa0a2728	B.8.1.2.1.3, Beltran, E., Adtrian, P., (2005)	no description				pH		&#176;C	19.61	mEq/100g						pF2			Clay	37.0	22.0	41.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	6-Benzyladenine	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/660e5cee-883b-40fc-bc7b-3ae5954819d2	ANNEX II 7.1.1; ANNEX IIIA 9.1.1, Mc Corquodale G., Coyle D.	no description				pH		&#176;C	30.2	mEq/100g		91200.0	53200.0			MWHC	50.0		Clay loam	4.56	2.58	2.86
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	8-hydroxyquinoline	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/83a02d48-8cdd-4543-9ea3-2d946ef3d96e	Annex II 7.1.1.1.1/01, Annex II 7.1.1.2.1/01;Hennecke,D.	no description				pH		&#176;C	9.9	mEq/100g		762.0	725.0			MWHC	40.0		Silty clay loam	8.4	46.2	45.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7ff0bc9f-ca9e-4fea-baf3-9d1d6aaed103/structure/af3efc82-8eed-42f3-afd1-12dc946fd5e5	Phthalic acid	Acequinocyl	O=C(O)c1ccccc1C(=O)O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/524ec287-ffe6-4925-874a-defd35171eec/structure/33d9e12b-566c-42f7-a4f2-3931114387c0	AKM-15	Acequinocyl	O=C(O)CCCCCC1=C(O)C(=O)c2ccccc2C1=O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e1de7fbd-9bb8-469e-a2d0-0f605da830e8/structure/9792b151-bf22-49f1-968f-6276321034d5	AKM-13	Acequinocyl	O=C(O)CC1=C(O)C(=O)c2ccccc2C1=O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/256bb4c8-92a7-4529-a058-e8dcfb0e8441/structure/d7c0e2f8-1f61-4331-9fdb-d943bad043d8	AKM-14	Acequinocyl	O=C(O)CCCC1=C(O)C(=O)c2ccccc2C1=O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acequinocyl	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/e99f3eeb-7189-4a54-b912-012661d41166	Girkin, R. (1997)	no description				pH		&#176;C	6.1	mEq/100g		223.07	126.23			MWHC	40.0		Sandy loam	2.03	4.75	3.22
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/942db384-dd1f-45ad-a3ae-5ca2a78d2a5b/structure/6c041e12-2371-4f06-9dd3-3907c5072a46	CBAA	Acequinocyl	O=C(O)C(=O)c1ccccc1C(=O)O																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/bff4dbfd-d9ef-47bc-954e-eb6088f02ac3/structure/b1fb0bdf-0916-4e27-ad9c-67744012365c	IM-1-3	Acetamiprid	CC(=O)N(C)Cc1ccc(Cl)nc1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/dec4ac55-e334-47bc-9ee4-b37b02ba3e7e	7.1.1.1/03, Burr. C.M. (1997)	no description		Minor		pH		&#176;C	14.5	mEq/100g		461.0	180.0			MWHC	45.0	MWHC	Clay loam	23.7	52.7	23.7
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acetamiprid	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/fd1a25a6-846f-4f0f-a2b1-57b2efa7de72	7.1.1.1/03, Burr. C.M. (1997)	no description				pH		&#176;C	14.5	mEq/100g		461.0	180.0			MWHC	45.0	MWHC	Clay loam	23.7	52.7	23.7
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acetic acid	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/89c569f0-0de9-47ec-80a1-54cf0530258f	Nowak, Nowak, 1990	no description				pH		&#176;C							 	MWHC, 33kPa	60.0		Loamy sand	74.0	11.0	15.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b3d0034b-ec66-44dd-a427-2cab50be459c/structure/f7522fa6-a148-4a72-ab6a-ddeaef2c0437	s-amide methyl sulfone (10)	Acetochlor	CCc1cccc(C)c1NC(=O)CS(C)(=O)=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/450d2680-084c-4a4e-b161-f068c9ba1055/structure/2033b39d-64a2-41a8-a929-81b04be40f38	1-ethoxymethyl-5,9-dimethyl-4,1-benzoxazepine-2,3 (1H,5H)-dione (20)	Acetochlor	CCOCN1C(=O)C(=O)OC(C)c2cccc(C)c21	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4423e837-8ffe-4abb-a5e0-dec8f16402bd/structure/ab0db518-794e-449b-90a4-7953a167d444	s-oxanilic acid (12)	Acetochlor	CCc1cccc(C)c1NC(=O)C(=O)O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acetochlor	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/70f466f0-4352-4aa6-a4ce-2f671786a7e2/structure/9902dd2f-37c3-41b2-a94f-d5f0480ed991	t-amide methyl sulfoxide (15)	Acetochlor	CCOCN(C(=O)CS(C)=O)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/09732657-db64-4b3a-8e4a-4956ccea89da/structure/738a3142-45d2-435f-9909-69b688b8f65e	N-(2-ethyl-6-methylphenyl)-acetamide (9)	Acetochlor	CCc1cccc(C)c1NC(C)=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/59c00a00-47bd-4e57-90c3-91b03ad0d634/structure/c7b20774-bc24-4196-bb4d-4b516b7b959c	Metabolite 4	Acetochlor	CCOCN(C(=O)CSCC(=O)O)c1c(C)cccc1CC																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60a1807c-b920-4eaf-b063-8fa16c5ead1e/structure/09405055-b77d-4b84-9a0d-7221751ff4ee	Acetochlor-Thiol	Acetochlor	CCOCN(C(=O)CS)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/c2afcc85-0c69-4590-ade2-7e389cdf5e10	scenario 97	no description		Minor																		
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/f1c31fb6-dd38-460f-8fdd-092a0d544ea4/structure/4b6b29d9-0940-416e-a8a9-a5e11ef40956	t-hydroxy acetochlor (17)	Acetochlor	CCOCN(C(=O)CO)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/986a42d8-00b0-4f56-b8a3-e748eb80eba1/structure/278f03f6-90b9-42b3-8cda-352e27c67cdf	2-oxo-N-ethoxymethyl-N-(2-ethyl-6-methylphenyl)acetamide (18)	Acetochlor	CCOCN(C(=O)C=O)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b37f6f5f-efac-4bc2-9531-9b95dd4adee9/structure/6bc7888a-240e-49b9-a50e-dfbc42ec8aa9	Acetochlor-cysgly	Acetochlor	CCOCN(C(=O)CSSCC(N)C(=O)NCC(=O)O)c1c(C)cccc1CC																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/937de63e-ce9b-4eb2-a93b-90ae0b5c4bb0/structure/e3c2bf17-4061-409f-96e9-b502ad96c24d	Acetochlor-cys	Acetochlor	CCOCN(C(=O)CSSCC(N)C(=O)O)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/a0f9469c-ea28-4f42-b941-fc448e226929	scenario 98	no description		Minor																		
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ae91c120-0777-4d2e-b4a0-aede34a7c212/structure/a8e6626f-86d1-4a76-8797-db9000b24817	t- amid methyl sulfone (16)	Acetochlor	CCOCN(C(=O)CS(C)(=O)=O)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b3d2274b-f418-4d88-b615-94f6ba68aa4b/structure/2e17baf4-a2ab-4474-bc05-22617860e4c0	t-amide methyl sulfide (14)	Acetochlor	CCOCN(C(=O)CSC)c1c(C)cccc1CC	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/143498a4-45cb-4d49-b63e-73afc1701dda/structure/5ea746e6-54bf-4a43-a009-3d25633efb53	2-hydroxy-N-(2-ethyl-6-methyl phenyl) acetamide (11)	Acetochlor	CCc1cccc(C)c1NC(=O)CO	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9f324a98-5bb2-47aa-9d6d-f7ad94e7956f	Annex II A 7.1.1.1.1/04, Campbell, Hamilton	no description				pH		&#176;C	10.4	mEq/100g									Silt loam	4.6	84.2	10.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/df9a7be8-6e85-4ef2-bd7b-32936ee874fc/structure/c70dbf2f-e7d7-4bee-b153-8eeaba8f88c3	SYN546642	Acibenzolar-S-Methyl	O=C(O)c1c(O)ccc2nnsc12																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acibenzolar-S-Methyl	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/17dce47a-8978-4b4f-9fa4-b54fa96fe19a	Annex IIA 7.1.1/01, Miner	no description				pH		&#176;C	8.6	mEq/100g		260.1	233.1			moisture @ 0.1 bar			Silt loam	34.0	55.0	11.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Aclonifen	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/9a8b6599-a375-45ac-955a-4340b6943e03	IIA 7.1.1.1.1/03, IIA 7.1.1.1.2.1/01, IIA 7.1.1.2.1.1/03, Schlueter	no description				pH		&#176;C				34.51	34.51			MWHC	40.0		Sandy loam	71.0	11.0	19.0
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a5c508d1-bb7a-4fb7-a2fa-f8d5d9cfa576/structure/99565a5b-867f-4b4d-afc9-ce3b3cdb241a	RPA 508285	Aclonifen	Nc1c([N+](=O)[O-])ccc(O)c1Cl																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/82c8cc5d-b5a3-4150-ab27-98c7e57b1f1e/structure/45d68b7f-9d17-46c3-b2c6-9b5e15b04f41	RPA 407074	Aclonifen	Nc1c([N+](=O)[O-])ccc(Oc2ccc(O)cc2)c1Cl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/4a260ce6-e2a8-4f24-a109-d88571343085	IIA 7.1.1.2.1.1/01, IIA 7.1.1.2.1/01 Schanne	no description				pH		&#176;C	4.5	mEq/100g		298.0	176.0			FC	60.0		Loamy sand	82.9	11.7	5.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/06e49c85-506c-4765-937c-4c78cf335b8d/structure/1ed72183-4e26-4aaa-a143-77f45ff45f41	RPA 407291	Aclonifen	Nc1ccc(Oc2ccccc2)c(Cl)c1N																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/3f05b948-9090-44f6-aa78-612a76cc8962/structure/a610c42b-6ae6-4f52-8744-daaa12a15229	RPA 407288	Aclonifen	Nc1ccc(O)c(Cl)c1N																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/971dde96-4136-4e71-a986-5334007766b7/structure/70e8102c-ac55-4533-9181-57ea85cca6d4	Phenol (CGA 73330)	Aclonifen	Oc1ccccc1																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/33365a7e-24d4-4212-ad80-7b9a92572df5/structure/800173db-0c38-42dd-8843-7298828016b0	[hydroxyphenols]	Aclonifen	Oc1ccc(O)cc1																							
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2fc78d4a-7958-4af5-87d4-bcc2f9b6c9ab/structure/f8bb3b76-d463-49b5-b7de-7c5783f98e0c	3-PBAc	Acrinathrin	O=C(O)c1cccc(Oc2ccccc2)c1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/c8c41696-d5e2-4965-a174-5113a0dbd71b	Diehl, 2002	no description				pH		&#176;C	19.37	mEq/100g		477.0	409.0			MWHC, pF1	40.0		Silt loam	22.4	51.2	26.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a0998038-92a8-4983-a932-84c66e4e66d3/structure/c3b8a022-88fd-4b00-85c3-3b15d3087f63	DP-A	Acrinathrin	CC1(C)C(C=CC(=O)O)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/c8c41696-d5e2-4965-a174-5113a0dbd71b	Diehl, 2002	no description				pH		&#176;C	19.37	mEq/100g		477.0	409.0			MWHC, pF1	40.0		Silt loam	22.4	51.2	26.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Acrinathrin	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/c8c41696-d5e2-4965-a174-5113a0dbd71b	Diehl, 2002	no description				pH		&#176;C	19.37	mEq/100g		477.0	409.0			MWHC, pF1	40.0		Silt loam	22.4	51.2	26.4
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8ea43c04-946b-48f6-8678-9c09b7cf0a69/structure/22bcebea-dd42-451e-9fc9-564a97bf4beb	Met.E, U4 (AE 1569309)	Amidosulfuron	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(OC)c1O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/1e5dfd07-ada5-4516-a2e9-b8b2c950393f	B.8.1.1.1, Till, C.P. (1989)	no description				pH		&#176;C	5.31	mEq/100g					 	MWHC	40.0		Sandy loam	58.6	31.9	9.5
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1bf95fde-4fe8-44bb-aef0-1c4e92a6f8bd/structure/3d1a111d-dbaf-4bcb-8003-24b332cd31a8	AE F094206	Amidosulfuron	Nc1nc(O)cc(O)n1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/57585fd5-f993-494c-9921-f3b431e92959	B.8.1.1.1, Dorn, R., (2001)	no description				pH		&#176;C	8.0	mEq/100g		464.0	283.0			MWHC	38.0		Loamy sand	3.94	6.72	9.34
https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/837880a7-3ca0-44bd-a8c0-cc33fc987f4c/structure/189b6054-d792-49d1-929f-6b7732b35aa2	CO2	Amidosulfuron	O=C=O	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/scenario/273cabb8-a194-4a3a-9804-6a580ef28dda	B.8.1.2.1, Gildemeister, H. (1993a)	no description				pH		&#176;C	5.79	mEq/100g					 	MWHC	40.0		Sandy loam	52.7	36.5	10.8
